PPG,ABP
1.2658846529814272,129.38803221757118
1.2717497556207233,127.62964446376502
1.2766373411534702,125.57819208432447
1.2795698924731183,123.18483097497717
1.2795698924731183,120.54724934426791
1.2776148582600195,117.76313540074146
1.2717497556207233,114.88133324867023
1.2619745845552297,111.999531096599
1.249266862170088,109.11772894452776
1.2394916911045943,106.28477089672892
1.23069403714565,103.3541246403853
1.2189638318670577,100.37463427976927
1.2052785923753666,97.24861160633607
1.1896383186705768,94.12258893290286
1.1700879765395895,91.24078678083163
1.1466275659824048,88.60320515012236
1.1241446725317692,86.50290866640943
1.110459433040078,84.74452091260325
1.1173020527859236,83.23035368015904
1.1593352883675465,82.10693928189399
1.249266862170088,81.17890130071851
1.364613880742913,80.495083840905
1.5102639296187683,80.10433100672584
1.710654936461388,79.90895458963627
1.9452590420332356,79.86011048536388
2.188660801564027,79.86011048536388
2.418377321603128,80.00664279818105
2.616813294232649,80.10433100672584
2.7751710654936463,80.29970742381542
2.8914956011730206,80.54392794517739
2.9687194525904204,80.73930436226696
3.0127077223851417,80.78814846653935
3.0283479960899315,80.88583667508414
3.021505376344086,80.78814846653935
2.9980449657869013,80.59277204944978
2.962854349951124,80.29970742381542
2.913978494623656,79.86011048536388
2.854349951124145,79.37166944263993
2.7859237536656893,78.88322839991599
2.710654936461388,78.34594325291967
2.6295210166177907,77.80865810592333
2.5425219941348973,77.22252885465461
2.450635386119257,76.63639960338588
2.3548387096774195,75.85489393502758
2.2551319648093844,75.17107647521406
2.1515151515151514,74.53610311967294
2.058651026392962,74.0965061812214
1.9726295210166178,73.80344155558704
1.878787878787879,73.51037692995267
1.7839687194525904,73.3638446171355
1.694037145650049,74.04766207694901
1.6129032258064515,76.63639960338588
1.5425219941348973,82.30231569898356
1.4819159335288368,90.6546575295629
1.434017595307918,99.78850502850054
1.3968719452590421,107.79893812917312
1.3695014662756597,114.24635989312911
1.3519061583577712,119.8634318844544
1.3411534701857282,124.99206283305574
1.3372434017595307,129.38803221757118
1.3391984359726294,132.22099026537003
1.3421309872922775,133.3444046636351
1.346041055718475,133.10018414227312
1.3509286412512218,132.07445795255285
1.3558162267839686,130.60913482438104
1.3607038123167154,128.94843527911965
1.3636363636363635,126.84813879540671
1.3636363636363635,124.40593358178702
1.3607038123167154,121.67066374253297
1.3499511241446724,118.78886159046174
1.3421309872922775,115.9070594383905
1.335288367546432,112.97641318204687
1.3196480938416422,110.04576692570325
1.305962854349951,107.11512066935961
1.2903225806451613,104.13563030874359
1.2746823069403714,101.15613994812757
1.2561094819159335,98.12780548323916
1.2346041055718475,94.90409460126116
1.2101661779081134,91.77807192782797
1.1857282502443793,88.84742567148433
1.1691104594330402,86.30753224931985
1.1730205278592376,84.25607986987931
1.2130987292277615,82.59538032461792
1.2795698924731183,81.27658950926329
1.383186705767351,80.34855152808781
1.5483870967741935,79.76242227681908
1.761485826001955,79.37166944263993
2.0039100684261975,79.12744892127796
2.2531769305962857,78.98091660846079
2.4858260019550342,78.98091660846079
2.686217008797654,79.02976071273318
2.843597262952102,79.32282533836754
2.956989247311828,79.5670458597295
3.0312805474095796,79.86011048536388
3.0713587487781036,80.10433100672584
3.0840664711632453,80.34855152808781
3.075268817204301,80.54392794517739
3.0518084066471163,80.54392794517739
3.01564027370479,80.34855152808781
2.9667644183773216,80.05548690245345
2.9071358748778104,79.6647340682743
2.8377321603128056,79.32282533836754
2.7595307917888565,78.88322839991599
2.675464320625611,78.34594325291967
2.5865102639296187,77.75981400165094
2.4916911045943304,77.02715243756504
2.391006842619746,76.29449087347912
2.286412512218964,75.61067341366561
2.190615835777126,74.97570005812449
2.099706744868035,74.34072670258337
1.9980449657869013,73.80344155558704
1.89247311827957,73.31500051286311
1.7878787878787878,72.87540357441155
1.6881720430107527,72.5334948445048
1.5962854349951123,72.63118305304958
1.5141739980449658,73.99881797267662
1.4164222873900294,77.85750221019572
1.367546432062561,84.79336501687564
1.3304007820136852,93.53645968163414
1.2961876832844574,101.98648972075827
1.2873900293255132,108.87350842316579
1.2825024437927663,114.49058041449108
1.2825024437927663,119.42383494600286
1.284457478005865,123.72211612197351
1.2883675464320625,127.14120342104107
