PPG,ABP
1.2248289345063539,100.71654300967603
1.2003910068426198,108.43391148471424
1.1867057673509287,114.68595683158065
1.1808406647116325,120.05880830154398
1.1798631476050832,124.94321872878335
1.1818181818181819,128.80190296630246
1.1857282502443793,131.24410817992216
1.1906158357771262,131.87908153546329
1.1945259042033236,131.24410817992216
1.1964809384164223,129.82762915602274
1.1994134897360704,128.11808550648894
1.2003910068426198,126.11547723132081
1.198435972629521,123.72211612197351
1.1935483870967742,120.98684628271945
1.1857282502443793,118.05620002637582
1.1749755620723363,114.97902145721501
1.1622678396871946,111.999531096599
1.1476050830889541,108.92235252743818
1.1319648093841643,105.79632985400498
1.115347018572825,102.62146307629938
1.0977517106549364,99.348908090049
1.0791788856304985,96.12519720807101
1.0635386119257086,92.95033043036541
1.0469208211143695,89.8731518612046
1.024437927663734,87.23557023049534
1.0009775171065494,84.93989732969283
0.9863147605083089,83.13266547161426
0.9951124144672532,81.71618644771483
1.040078201368524,80.59277204944978
1.1329423264907137,79.81126638109147
1.2795698924731183,79.32282533836754
1.4731182795698925,79.02976071273318
1.6989247311827957,78.98091660846079
1.9374389051808407,79.02976071273318
2.1652003910068425,79.17629302555035
2.345063538611926,79.37166944263993
2.4809384164222874,79.61588996400191
2.598240469208211,79.90895458963627
2.6852394916911044,80.29970742381542
2.739980449657869,80.54392794517739
2.7644183773216033,80.73930436226696
2.763440860215054,80.88583667508414
2.742913000977517,80.78814846653935
2.705767350928641,80.69046025799456
2.654936461388074,80.34855152808781
2.592375366568915,80.05548690245345
2.520039100684262,79.61588996400191
2.4486803519061584,79.17629302555035
2.375366568914956,78.59016377428163
2.291300097751711,78.0040345230129
2.19941348973607,77.36906116747178
2.1006842619745845,76.68524370765827
1.997067448680352,76.05027035211715
1.8914956011730206,75.36645289230364
1.7839687194525904,74.68263543249013
1.6764418377321604,74.0965061812214
1.573802541544477,73.60806513849747
1.4780058651026393,73.31500051286311
1.391006842619746,72.92424767868395
1.3157380254154447,72.72887126159438
1.2590420332355816,72.97309178295635
1.2179863147605083,74.68263543249013
1.1818181818181819,79.02976071273318
1.1534701857282503,86.30753224931985
1.1348973607038124,95.00178280980595
1.1241446725317692,103.15874822329572
1.121212121212121,109.99692282143084
1.1241446725317692,115.8582153341181
1.130987292277615,121.23106680408142
1.1407624633431086,125.92010081423123
1.1505376344086022,129.38803221757118
1.1603128054740959,131.09757586710498
1.1710654936461389,131.29295228419454
1.1818181818181819,130.41375840729145
1.1886608015640274,128.99727938339203
1.1925708699902249,127.19004752531347
1.1925708699902249,125.13859514587293
1.1886608015640274,122.69638993225324
1.1808406647116325,120.00996419727157
1.1710654936461389,117.03047383665556
1.1583577712609971,114.00213937176714
1.144672531769306,110.92496080260634
1.1290322580645162,107.84778223344551
1.1124144672531768,104.72175956001232
1.0948191593352883,101.54689278230671
1.0821114369501466,98.22549369178394
1.0713587487781036,95.00178280980595
1.053763440860215,91.87576013637275
1.0312805474095796,88.99395798430152
1.0068426197458455,86.50290866640943
0.9863147605083089,84.4026121826965
0.9824046920821115,82.7419126374351
1.0087976539589443,81.37427771780808
1.078201368523949,80.34855152808781
1.198435972629521,79.61588996400191
1.3714565004887584,79.12744892127796
1.5865102639296187,78.88322839991599
1.7927663734115347,78.78554019137121
1.989247311827957,78.93207250418838
2.19941348973607,79.12744892127796
2.3949169110459434,79.32282533836754
2.5562072336265884,79.5670458597295
2.67644183773216,79.81126638109147
2.757575757575758,80.05548690245345
2.803519061583578,80.25086331954301
2.820136852394917,80.44623973663259
2.8132942326490715,80.54392794517739
2.787878787878788,80.59277204944978
2.7468230694037143,80.59277204944978
2.6989247311827955,80.44623973663259
2.644183773216031,80.05548690245345
2.576735092864125,79.5670458597295
2.5004887585532747,79.02976071273318
2.41544477028348,78.49247556573684
2.32355816226784,77.80865810592333
2.2267839687194524,77.17368475038221
2.1251221896383186,76.53871139484109
2.018572825024438,76.00142624784476
1.9100684261974585,75.36645289230364
1.8005865102639296,74.78032364103491
1.694037145650049,74.24303849403859
1.5913978494623655,73.80344155558704
1.5073313782991202,73.41268872140789
1.436950146627566,73.07077999150113
1.367546432062561,72.97309178295635
