PPG,ABP
0.5137254901960784,67.1875
0.5294117647058824,66.40625
0.5450980392156862,65.625
0.5607843137254902,64.84375
0.5725490196078431,64.84375
0.5843137254901961,64.0625
0.592156862745098,64.0625
0.6039215686274509,63.28125
0.6078431372549019,63.28125
0.615686274509804,63.28125
0.6196078431372549,62.5
0.6235294117647059,62.5
0.6235294117647059,63.28125
0.6274509803921569,63.28125
0.6274509803921569,64.84375
0.6235294117647059,66.40625
0.6196078431372549,67.96875
0.615686274509804,70.3125
0.6039215686274509,72.65625
0.6,75.78125
0.592156862745098,78.125
0.5843137254901961,81.25
0.5764705882352941,83.59375
0.5647058823529412,85.9375
0.5568627450980392,87.5
0.5529411764705883,88.28125
0.5450980392156862,89.84375
0.5372549019607843,89.84375
0.5294117647058824,89.84375
0.5254901960784314,89.0625
0.5215686274509804,88.28125
0.5176470588235295,86.71875
0.5137254901960784,85.15625
0.5098039215686274,83.59375
0.5058823529411764,82.03125
0.5019607843137255,79.6875
0.5019607843137255,77.34375
0.5019607843137255,75.78125
0.5019607843137255,73.4375
0.5019607843137255,71.875
0.5019607843137255,70.3125
0.5019607843137255,68.75
0.5019607843137255,67.1875
0.5019607843137255,66.40625
0.5019607843137255,64.84375
0.5019607843137255,64.0625
0.5019607843137255,63.28125
0.5058823529411764,62.5
0.5098039215686274,61.71875
0.5176470588235295,61.71875
0.5254901960784314,60.9375
0.5372549019607843,60.9375
0.5450980392156862,60.15625
0.5490196078431373,60.15625
0.5568627450980392,60.15625
0.5647058823529412,60.15625
0.5686274509803921,59.375
0.5764705882352941,59.375
0.5803921568627451,59.375
0.5843137254901961,59.375
0.5882352941176471,59.375
0.5882352941176471,59.375
0.5882352941176471,59.375
0.5882352941176471,59.375
0.5843137254901961,60.15625
0.5803921568627451,60.15625
0.5764705882352941,60.9375
0.5725490196078431,60.9375
0.5647058823529412,61.71875
0.5568627450980392,61.71875
0.5529411764705883,61.71875
0.5450980392156862,61.71875
0.5372549019607843,61.71875
0.5333333333333333,61.71875
0.5254901960784314,60.9375
0.5215686274509804,60.9375
0.5176470588235295,60.15625
0.5098039215686274,59.375
0.5058823529411764,58.59375
0.5058823529411764,57.8125
0.5019607843137255,57.8125
0.4980392156862745,57.03125
0.4980392156862745,56.25
0.49411764705882355,55.46875
0.49411764705882355,55.46875
0.49411764705882355,54.6875
0.49411764705882355,54.6875
0.49411764705882355,53.90625
0.49411764705882355,53.90625
0.49411764705882355,53.125
0.49411764705882355,53.125
0.49411764705882355,52.34375
0.49411764705882355,52.34375
0.49411764705882355,52.34375
0.49411764705882355,51.5625
0.49411764705882355,51.5625
0.49411764705882355,51.5625
0.49411764705882355,50.78125
0.49411764705882355,50.78125
0.49411764705882355,50.78125
0.4980392156862745,50.78125
0.4980392156862745,51.5625
0.4980392156862745,51.5625
0.5019607843137255,53.125
0.5019607843137255,54.6875
0.5019607843137255,57.03125
0.4980392156862745,60.15625
0.4980392156862745,62.5
0.4980392156862745,65.625
0.49411764705882355,68.75
0.49411764705882355,71.875
0.49019607843137253,74.21875
0.49019607843137253,76.5625
0.48627450980392156,78.90625
0.48627450980392156,80.46875
0.4823529411764706,81.25
0.4823529411764706,82.03125
0.47843137254901963,82.8125
0.47843137254901963,82.03125
0.47843137254901963,81.25
0.47843137254901963,80.46875
0.4745098039215686,79.6875
0.4745098039215686,78.125
0.4745098039215686,76.5625
0.4745098039215686,75.0
