PPG,ABP,SBP,DBP
0.3633573683682061,93.73808042732044,107.97992721510474,54.990793454328056
0.3611098105726208,90.94593643786229,107.97992721510474,54.990793454328056
0.3585283252957074,88.16239821005419,107.97992721510474,54.990793454328056
0.3553081815631458,85.20182357527551,107.97992721510474,54.990793454328056
0.3514382151513113,82.12804635486093,107.97992721510474,54.990793454328056
0.3472677061161258,79.06135654168811,107.97992721510474,54.990793454328056
0.3430593721259367,75.87675922482558,107.97992721510474,54.990793454328056
0.3390223091868068,72.63937470019418,107.97992721510474,54.990793454328056
0.3355292710675431,69.354716142252,107.97992721510474,54.990793454328056
0.3328277012918126,66.03093413231778,107.97992721510474,54.990793454328056
0.331965774401349,62.860175020651496,107.97992721510474,54.990793454328056
0.33330676939066,59.87140854528155,107.97992721510474,54.990793454328056
0.3371908190841075,57.219034203892846,107.97992721510474,54.990793454328056
0.3441657660171148,54.989784181012205,107.97992721510474,54.990793454328056
0.354701008702541,53.16083841817852,107.97992721510474,54.990793454328056
0.3692695138978663,51.8239922596259,107.97992721510474,54.990793454328056
0.3876849496453009,50.833058306137815,107.97992721510474,54.990793454328056
0.4103548626662858,50.22292647310066,107.97992721510474,54.990793454328056
0.4362387179252625,49.79748015009139,107.97992721510474,54.990793454328056
0.4654312954719009,49.51961424303661,107.97992721510474,54.990793454328056
0.4968946340030138,49.41675724183328,107.97992721510474,54.990793454328056
0.5303025829338794,49.41711819934811,107.97992721510474,54.990793454328056
0.563761898283148,49.62177179354076,107.97992721510474,54.990793454328056
0.5966046585684319,50.00617035794008,107.97992721510474,54.990793454328056
0.627777221463033,50.54765232248872,107.97992721510474,54.990793454328056
0.6562436927072802,51.25495760819,107.97992721510474,54.990793454328056
0.6809599275395777,51.92572418215173,107.97992721510474,54.990793454328056
0.7009011267358988,52.53661618390274,107.97992721510474,54.990793454328056
0.7156032109117835,52.99796998885174,107.97992721510474,54.990793454328056
0.7240931552186876,53.230839018807714,107.97992721510474,54.990793454328056
0.7268077476922786,53.34159004954833,107.97992721510474,54.990793454328056
0.7230595750219453,53.26990052541876,107.97992721510474,54.990793454328056
0.7133206142180243,53.08263436676012,107.97992721510474,54.990793454328056
0.6973252547405658,52.77849940699822,107.97992721510474,54.990793454328056
0.6763608507423255,52.32783452726152,107.97992721510474,54.990793454328056
0.6505093046444285,51.74284592805285,107.97992721510474,54.990793454328056
0.620610972625839,51.05977731363386,107.97992721510474,54.990793454328056
0.5871482532734688,50.280934533919336,107.97992721510474,54.990793454328056
0.5516058285236711,49.6259494017689,107.97992721510474,54.990793454328056
0.5146513319976929,49.12948042696885,107.97992721510474,54.990793454328056
0.4769036001871096,48.66428765728586,107.97992721510474,54.990793454328056
0.4392460975416205,48.26719831686166,107.97992721510474,54.990793454328056
0.4025106178636043,47.772619433664495,107.97992721510474,54.990793454328056
0.3674910883806567,47.202686624895726,107.97992721510474,54.990793454328056
0.3348126867411726,47.16919099086122,107.97992721510474,54.990793454328056
0.3052667197383111,48.25585516865075,107.97992721510474,54.990793454328056
0.2788882540012253,51.321194241004456,107.97992721510474,54.990793454328056
0.2563442376008644,56.78046251261459,107.97992721510474,54.990793454328056
0.2378748009129361,64.06841386381748,107.97992721510474,54.990793454328056
0.2239312880268991,72.36753541775784,107.97992721510474,54.990793454328056
0.2139867544994317,80.47532027843923,107.97992721510474,54.990793454328056
0.2083424703567484,87.66215519198684,107.97992721510474,54.990793454328056
0.2067970437986544,93.93809404958223,107.97992721510474,54.990793454328056
